Star Trek: The Next Generation: Nightshade,"Hamilton, Laurell K.",1992,067179566X,Tie-In Novels,,-,-,,t/HAMI4/,,HAMI4,,,,H,,,,,,y,,,,,
Star Trek. The Next Generation (26). The Romulan Prize.,"Hawke, Simon",1993,9781852864637,Tie-In Novels,,-,-,,t/HAWK1/,,HAWK1,,,,H,,,,,,y,,,,,
Blaze of Glory,"Hawke, Simon",1995,0671880454,Tie-In Novels,,-,-,,t/HAWK1/,,HAWK1,,,,H,,,,,,y,,,,,
The Patrian Transgression,"Hawke, Simon",2000,0671880446,Tie-In Novels,,-,-,,t/HAWK1/,,HAWK1,,,,H,,,,,,y,,,,,
Doctor Who and the Ice Warriors,"Hayles, Brian",1976,0426108663,Tie-In Novels,,-,-,,t/HAYL1/,,HAYL1,,,,H,,,,,,y,,,,,
Doctor Who and the Seeds of Doom,"Hinchcliffe, Philip",1977,0426116585,Tie-In Novels,,-,-,,t/HINC1/,,HINC1,,,,H,,,,,,y,,,,,
Doctor Who and the Keys of Marinus,"Hinchcliffe, Philip",1980,0426201256,Tie-In Novels,,-,-,,t/HINC1/,,HINC1,,,,H,,,,,,y,,,,,
Doctor Who and the Masque of Mandragora,"Hinchcliffe, Philip",1986,0426118936,Tie-In Novels,,-,-,,t/HINC1/,,HINC1,,,,H,,,,,,y,,,,,
Doctor Who and the Cave-Monsters ...,"Hulke, Malcolm",1974,0426102924,Tie-In Novels,,-,-,,t/HULK1/,,HULK1,,,,H,,,,,,y,,,,,
Doctor Who and the Doomsday Weapon,"Hulke, Malcolm",1974,0426103726,Tie-In Novels,,-,-,,t/HULK1/,,HULK1,,,,H,,,,,,y,,,,,
Doctor Who and the Green Death,"Hulke, Malcolm",1983,0426115430,Tie-In Novels,,-,-,,t/HULK1/,,HULK1,,,,H,,,,,,y,,,,,
Dragon's Honor,"Johnson, Kij & Cox, Greg",1996,0671501070,Tie-In Novels,,-,-,,t/JOHN2/,,JOHN2,,,,J,,,,,,y,,,,,
Uhura's Song,"Kagan, Janet",1987,0671652273,Tie-In Novels,,-,-,,t/KAGA1/,,KAGA1,,,,K,,,,,,y,,,,,
The Cry of the Onlies,"Klass, Judy",1989,0671681672,Tie-In Novels,,-,-,,t/KLAS1/,,KLAS1,,,,K,,,,,,y,,,,,
Dreamstone Moon,"Leonard, Paul",1998,9780563405856,Tie-In Novels,,-,-,,t/LEON1/,,LEON1,,,,L,,,,,,y,,,,,
Doctor Who and the daemons,"Letts, Barry",1993,0426113322,Tie-In Novels,,-,-,,t/LETT1/,,LETT1,,,,L,,,,,,y,,,,,
Vulcan Acadmy Murders,"Lorrah, Jean",1987,067164744X,Tie-In Novels,,-,-,,t/LORR1/,,LORR1,,,,L,,,,,,y,,,,,
The I.D.I.C. Epidemic,"Lorrah, Jean",1988,9781852860424,Tie-In Novels,,-,-,,t/LORR1/,,LORR1,,,,L,,,,,,y,,,,,
Metamorphosis,"Lorrah, Jean",1990,0671684027,Tie-In Novels,,-,-,,t/LORR1/,,LORR1,,,,L,,,,,,y,,,,,
Salvation,"Lyons, Steve",1999,9780563555667,Tie-In Novels,,-,-,,t/LYON1/,,LYON1,,,,L,,,,,,y,,,,,
The Final Sanction,"Lyons, Steve",2000,9780563555841,Tie-In Novels,,-,-,,t/LYON1/,,LYON1,,,,L,,,,,,y,,,,,
The Scarlet Empress,"Magrs, Paul",1998,9780563405955,Tie-In Novels,,-,-,,t/MAGR1/,,MAGR1,,,,M,,,,,,y,,,,,
The Blue Angel,"Magrs, Paul & Hoad, Jeremy ",1999,9780563555810,Tie-In Novels,,-,-,,t/MAGR1/,,MAGR1,,,,M,,,,,,y,,,,,
Spartacus,"Mancour, T. L.",1992,0671760513,Tie-In Novels,,-,-,,t/MANC1/,,MANC1,,,,M,,,,,,y,,,,,
The Prometheus Design,"Marshak, Sondra",1990,0671723669,Tie-In Novels,,-,-,,t/MARS1/,,MARS1,,,,M,,,,,,y,,,,,
The Price of the Phoenix,"Marshak, Sondra & Culbreath, Myrna",1977,0552105805,Tie-In Novels,,-,-,,t/MARS1/,,MARS1,,,,M,,,,,,y,,,,,
Triangle,"Marshak, Sondra & Culbreath, Myrna",1983,0671833995,Tie-In Novels,,-,-,,t/MARS1/,,MARS1,,,,M,,,,,,y,,,,,
Doctor Who #004: The Ark in Space,"Marter, Ian",1977,0426116313,Tie-In Novels,,-,-,,t/MART1/,,MART1,,,,M,,,,,,y,,,,,
Doctor Who and the Ribos Operation,"Marter, Ian",1979,0426200926,Tie-In Novels,,-,-,,t/MART1/,,MART1,,,,M,,,,,,y,,,,,
Doctor Who and the Enemy of the World,"Marter, Ian",1981,0426201264,Tie-In Novels,,-,-,,t/MART1/,,MART1,,,,M,,,,,,y,,,,,
Doctor Who and the Sontran Experiment,"Marter, Ian",1983,0426200497,Tie-In Novels,,-,-,,t/MART1/,,MART1,,,,M,,,,,,y,,,,,
Chains of Command,"McCay, Bill & Flood, Eloise",1992,0671742647,Tie-In Novels,,-,-,,t/MCCA5/,,MCCA5,,,,M,,,,,,y,,,,,
Star Trek: Deep Space Nine: Hollow Men,"McCormack, Una",2005,9780743491518,Tie-In Novels,,-,-,,t/MCCO3/,,MCCO3,,,,M,,,,,,y,,,,,
Star Trek: Deep Space Nine: The Never Ending Sacrifice,"McCormack, Una",2009,9781439109618,Tie-In Novels,,-,-,,t/MCCO3/,,MCCO3,,,,M,,,,,,y,,,,,
The King's Dragon,"McCormack, Una",2010,9781846079900,Tie-In Novels,,-,-,,t/MCCO3/,,MCCO3,,,,M,,,,,,y,,,,,
Worlds of Deep Space Nine #1: Cardassia and Andor,"McCormack, Una & Jarman, Heather ",2004,9780743483513,Tie-In Novels,,-,-,,t/MCCO3/,,MCCO3,,,,M,,,,,,y,,,,,
Enterprise: The First Adventure,"McIntyre, Vonda N.",1987,9780586073216,Tie-In Novels,,-,-,,t/MCIN2/,,MCIN2,,,,M,,,,,,y,,,,,
Zeta Major,"Messingham, Simon",1998,9780563405979,Tie-In Novels,,-,-,,t/MESS1/,,MESS1,,,,M,,,,,,y,,,,,
UFO 2,"Miall, Robert",1971,0330026526,Tie-In Novels,,-,-,,t/MIAL1/,,MIAL1,,,,M,,,,,,y,,,,,
From the Depths,"Milán, Victor",1993,9781852864675,Tie-In Novels,,-,-,,t/MILÁ1/,,MILÁ1,,,,M,,,,,,y,,,,,
Enemy Unseen,"Mitchell, V. E.",1990,9781852863159,Tie-In Novels,,-,-,,t/MITC3/,,MITC3,,,,M,,,,,,y,,,,,
Windows on a Lost World,"Mitchell, V. E.",2000,0671795120,Tie-In Novels,,-,-,,t/MITC3/,,MITC3,,,,M,,,,,,y,,,,,
Eye of Heaven,"Mortimore, Jim",1998,9780563405672,Tie-In Novels,,-,-,,t/MORT1/,,MORT1,,,,M,,,,,,y,,,,,
Rules of Engagement,"Morwood, Peter",1990,9781852862817,Tie-In Novels,,-,-,,t/MORW1/,,MORW1,,,,M,,,,,,y,,,,,
Web of the Romulans,"Murdock, M. S.",1989,9781852862091,Tie-In Novels,,-,-,,t/MURD1/,,MURD1,,,,M,,,,,,y,,,,,
Guises of the Mind,"Neason, Rebecca",1993,9781852864644,Tie-In Novels,,-,-,,t/NEAS/,,NEAS,,,,N,,,,,,y,,,,,
Mudd in Your Eye,"Oltion, Jerry",1997,0671002600,Tie-In Novels,,-,-,,t/OLTI1/,,OLTI1,,,,O,,,,,,y,,,,,
Twilight's End,"Oltion, Jerry",2000,067153873X,Tie-In Novels,,-,-,,t/OLTI1/,,OLTI1,,,,O,,,,,,y,,,,,
Star Trek: The Captain's Table #6: Christopher Pike: Where Sea Meets Sky,"Oltion, Jerry",2008,9780671024000,Tie-In Novels,,-,-,,t/OLTI1/,,OLTI1,,,,O,,,,,,y,,,,,
The three-minute universe,"Paul, Barbara",1988,0671658166,Tie-In Novels,,-,-,,t/PAUL1/,,PAUL1,,,,P,,,,,,y,,,,,
Here There Be Dragons,"Peel, John",1993,0671865714,Tie-In Novels,,-,-,,t/PEEL1/,,PEEL1,,,,P,,,,,,y,,,,,
Aliens: Earth Hive,"Perry, Steve",1993,9781857981391,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Aliens: Earth Hive,"Perry, Steve",1993,9781857981391,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Aliens: The Female War,"Perry, Steve",1993,9781857981438,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Aliens: The Female War,"Perry, Steve",1993,9781857981438,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Aliens Vs. Predator: Prey,"Perry, Steve & Perry, Stephani",Limited,9781857982275,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Aliens Vs. Predator: Prey,"Perry, Steve & Perry, Stephani",Limited,9781857982275,Tie-In Novels,,(May be duplicate.),-,,t/PERR1/,,PERR1,,,,P,,,,,,y,,,,,
Trek: The Unauthorized A-Z,"Rathbone, Wendy & Schuster, Hal",1996,9780006482901,Tie-In Novels,,-,-,,t/RATH1/,,RATH1,,,,R,,,,,,y,,,,,
Short Trips and Side Steps,"Rayner, Jacqueline ",2000,9780563555995,Tie-In Novels,,-,-,,t/RAYN2/,,RAYN2,,,,R,,,,,,y,,,,,
Memory Prime,"Reeves-Stevens, Garfield",1988,9781852860721,Tie-In Novels,,-,-,,t/REEV1/,,REEV1,,,,R,,,,,,y,,,,,
Prime Directive,"Reeves-Stevens, Garfield & Reeves-Stevens, Judith",1990,0671744666,Tie-In Novels,,-,-,,t/REEV1/,,REEV1,,,,R,,,,,,y,,,,,
Dreams of Empire,"Richards, Justin",1998,9780563405986,Tie-In Novels,,-,-,,t/RICH1/,,RICH1,,,,R,,,,,,y,,,,,
Demontage,"Richards, Justin",1999,9780563555728,Tie-In Novels,,-,-,,t/RICH1/,,RICH1,,,,R,,,,,,y,,,,,
Divided Loyalties,"Russell, Gary",1999,9780563555780,Tie-In Novels,,-,-,,t/RUSS4/,,RUSS4,,,,R,,,,,,y,,,,,
Star Trek: The Next Generation: A Fury Scorned,"Sargent, Pamela & Zebrowski, George ",2000,0671527037,Tie-In Novels,,-,-,,t/SARG1/,,SARG1,,,,S,,,,,,y,,,,,
Gulliver's Fugitives,"Sharee, Keith",1990,9781852862862,Tie-In Novels,,-,-,,t/SHAR1/,,SHAR1,,,,S,,,,,,y,,,,,
Avenger,"Shatner, William",1998,9780671551315,Tie-In Novels,,-,-,,t/SHAT1/,,SHAT1,,,,S,,,,,,y,,,,,
The Ashes of Eden,"Shatner, William; Reeves-Stevens, Judith & Reeves-Stevens, Garfield",1996,0671520369,Tie-In Novels,,-,-,,t/SHAT1/,,SHAT1,,,,S,,,,,,y,,,,,
The Tenth Victim,"Sheckley, Robert",?,?,Tie-In Novels,,-,-,,t/SHEC1/,,SHEC1,,,,S,,,,,,-,,,,,
Vulcan!,"Sky, Kathleen",1978,0553121375,Tie-In Novels,,-,-,,t/SKY1/,,SKY1,,,,S,,,,,,y,,,,,
The Star Trek: The Original Series: The Rings of Taute,"Smith, Dean Wesley",2000,067100171X,Tie-In Novels,,-,-,,t/SMIT4/,,SMIT4,,,,S,,,,,,y,,,,,
The mist,"Smith, Dean Wesley & Rusch, Kristine Kathryn",1998,0671014714,Tie-In Novels,,-,-,,t/SMIT4/,,SMIT4,,,,S,,,,,,y,,,,,
The Soldiers Of Fear: Invasion! #2,"Smith, Dean Wesley & Rusch, Kristine Kathryn",1999,9780671541743,Tie-In Novels,,-,-,,t/SMIT4/,,SMIT4,,,,S,,,,,,y,,,,,
Vectors: Double Helix #2,"Smith, Dean Wesley & Rusch, Kristine Kathryn",2000,0671032569,Tie-In Novels,,-,-,,t/SMIT4/,,SMIT4,,,,S,,,,,,y,,,,,
Star Wars: The Adventures of Lando Calrissian,"Smith, L. Neil",2011,0345391101,Tie-In Novels,,-,-,,t/SMIT9/,,SMIT9,,,,S,,,,,,y,,,,,
Tears of the Singers,"Snodgrass, Melinda",1988,067167076x,Tie-In Novels,,-,-,,t/SNOD1/,,SNOD1,,,,S,,,,,,y,,,,,
Doctor Who and the Zarbi,"Strutton, Bill",1983,0426113241,Tie-In Novels,,-,-,,t/STRU2/,,STRU2,,,,S,,,,,,y,,,,,
Pathways,"Taylor, Jeri",1999,0671026267,Tie-In Novels,,-,-,,t/TAYL3/,,TAYL3,,,,T,,,,,,y,,,,,
Debtor's Planet,"Thompson, W. R.",1994,0671883410,Tie-In Novels,,-,-,,t/THOM7/,,THOM7,,,,T,,,,,,y,,,,,
Infiltrator,"Thompson, W. R.",1996,0671568310,Tie-In Novels,,-,-,,t/THOM7/,,THOM7,,,,T,,,,,,y,,,,,
Storm Harvest,"Tucker, Mike & Perry, Robert ",1999,9780563555773,Tie-In Novels,,-,-,,t/TUCK1/,,TUCK1,,,,T,,,,,,y,,,,,
Killing Time,"Van Hise, Della",1990,9781852863098,Tie-In Novels,,-,-,,t/VAN3/,,VAN3,,,,V,,,,,,y,,,,,
Klingon Gambit,"Vardeman, Robert E.",1990,9781852862824,Tie-In Novels,,-,-,,t/VARD1/,,VARD1,,,,V,,,,,,y,,,,,
Mutiny on the Enterprise,"Vardeman, Robert E.",1990,0671708007,Tie-In Novels,,-,-,,t/VARD1/,,VARD1,,,,V,,,,,,y,,,,,
Mutiny on the &quot;Enterprise&quot;,"Vardeman, Robert E.",1991,9781852863531,Tie-In Novels,,-,-,,t/VARD1/,,VARD1,,,,V,,,,,,y,,,,,
Quarantine,"Vornholt, John",1999,0671034774,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Sanctuary,"Vornholt, John",1992,0671769944,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Masks,"Vornholt, John",,0671679805,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Contamination,"Vornholt, John",1991,9781852863593,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
War Drums,"Vornholt, John",1992,0671792369,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Star Trek: Mind Meld,"Vornholt, John",2003,9780671002589,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Rogue Saucer,"Vornholt, John",,9786715491708,Tie-In Novels,,-,-,,t/VORN1/,,VORN1,,,,V,,,,,,y,,,,,
Dominion,"Walters, Nick",1999,9780563555742,Tie-In Novels,,-,-,,t/WALT2/,,WALT2,,,,W,,,,,,y,,,,,
The Covenant of the Crown,"Weinstein, Howard",1983,0671492977,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
The Covenant of the Crown,"Weinstein, Howard",1990,0671700782,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
Deep Domain: A Star Trek Novel,"Weinstein, Howard",1987,0671633295,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
Star trek: the next generation. Power hungry,"Weinstein, Howard",1989,9781852861483,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
Exiles,"Weinstein, Howard",1991,0671705601,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
Perchance to dream,"Weinstein, Howard",1991,0671708376,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
The Better Man,"Weinstein, Howard",2000,9780671869120,Tie-In Novels,,-,-,,t/WEIN4/,,WEIN4,,,,W,,,,,,y,,,,,
Deceptions,"Weiss, Bobbi J. G. & Weiss, David Cody",1998,9780671017231,Tie-In Novels,,-,-,,t/WEIS2/,,WEIS2,,,,W,,,,,,y,,,,,
Doctor Who and the Daleks,"Whitaker, David",1964,0426101103,Tie-In Novels,,-,-,,t/WHIT1/,,WHIT1,,,,W,,,,,,y,,,,,
Star Trek: The Next Generation: Sins of Commission,"Wright, Susan",2000,9780671797041,Tie-In Novels,,-,-,,t/WRIG5/,,WRIG5,,,,W,,,,,,y,,,,,
Shadow Lord,"Yep, Laurence",1987,067166087X,Tie-In Novels,,-,-,,t/YEP1/,,YEP1,,,,Y,,,,,,y,,,,,
Heir to the Empire: Star Wars (The Thrawn Trilogy): Star Wars,"Zahn, Timothy",2011,0553296124,Tie-In Novels,,-,-,,t/ZAHN1/,,ZAHN1,,,,Z,,,,,,y,,,,,
Heir to the Empire: Star Wars (The Thrawn Trilogy): Star Wars,"Zahn, Timothy",2011,0553296124,Tie-In Novels,,-,-,,t/ZAHN1/,,ZAHN1,,,,Z,,,,,,y,,,,,
Star Wars: The Thrawn Trilogy: Dark Force Rising,"Zahn, Timothy",1993,0553560719,Tie-In Novels,,-,-,,t/ZAHN1/,,ZAHN1,,,,Z,,,,,,y,,,,,
The Last Command,"Zahn, Timothy",1994,9780553404432,Tie-In Novels,,-,-,,t/ZAHN1/,,ZAHN1,,,,Z,,,,,,y,,,,,
Fantastic Voyage,"Asimov, Isaac",?,?,Tie-In Novels,,-,-,,t/ASIM1/,,ASIM1,,,,A,,,,,,-,,,,,
Fantastic Voyage II: Destination Brain,"Asimov, Isaac",1987,9780246132109,Tie-In Novels,,-,-,,t/ASIM1/,,ASIM1,,,,A,,,,,,y,,,,,
Douglas Adams's Starship Titanic: A Novel,"Jones, Terry",1997,9780330354462,Tie-In Novel,,-,-,,t/JONE10/,,JONE10,,,,J,,,,,,y,,,,,
The Halo Highway,"Bernard, Rafe",?,?,Tie-In Novels,,-,-,,t/BERN3/,,BERN3,,,,B,,,,,,-,,,,,
The Fifth Element,"Bisson, Terry ",1997,9780006483465,Tie-In Novels,,-,-,,BISS1/,,,BISS1,,,,,B,,,,,,y,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
